,height lake,height downstream,flow lake,flow flood,flow downstream,time
930,54.0811666666667,8.39166666666667,9.9913337037035,0,20.0859,2020-09-12
931,54.0189166666667,8.25,10.331513117284,0,17.9274,2020-09-13
932,53.948666666666696,8.39166666666667,9.774644722223199,0,17.0523,2020-09-14
933,53.808,8.675,5.560927654317401,0,22.4166,2020-09-15
934,53.4825,9.1,4.928521944436611,0,30.2433,2020-09-16
935,53.0904166666667,9.1,4.67978919755279,0,30.2313,2020-09-17
936,57.3800476190476,9.1,557.578874074073,0,25.1208,2020-09-18
937,59.498857142857105,9.1,49.768898853615504,0,30.681771428571402,2020-09-19
938,59.4915833333333,10.3833333333333,32.8455147839506,0,53.22286904024771,2020-09-20
939,59.1188333333333,10.5,22.035935648148104,0,57.7956,2020-09-21
940,58.6591666666667,10.5,20.0262640432099,0,58.5717,2020-09-22
941,58.1726666666667,10.5,20.6061524691358,0,59.7141,2020-09-23
942,57.6675,10.5,20.5927979938272,0,60.9597,2020-09-24
943,57.1185,10.5,12.428938117284,0,61.2603,2020-09-25
944,56.5479166666667,10.5,17.2784972222222,0,61.1544,2020-09-26
945,55.9385833333333,10.5,9.93379830246914,0,62.7831,2020-09-27
946,55.3455,9.91666666666666,9.88387083333333,0,46.1802,2020-09-28
947,55.0485,9.1,12.2731504629631,0,30.8805,2020-09-29
948,54.8145833333333,9.1,14.1365566358029,0,30.1659,2020-09-30
949,54.5913076923077,8.4,16.2239868945872,0,28.317323076923103,2020-10-01
950,54.38525,9.1,17.5572493827164,0,31.2657,2020-10-02
951,54.2091666666667,9.1,21.6482748456789,0,30.3462,2020-10-03
952,54.0344166666667,9.1,15.830906018520002,0,31.5132,2020-10-04
953,53.8039166666667,9.1,16.2196729938241,0,30.9042,2020-10-05
954,53.61825,9.1,30.099522160499397,0,31.3272,2020-10-06
955,60.29984057971021,9.910144927536221,1606.71706684917,0,44.2186493927125,2020-10-07
956,69.1267634408602,10.330107526881699,582.7915612903221,0,59.29478709677421,2020-10-08
957,72.3178645833333,10.1697916666667,823.517295740741,0,59.38055921052629,2020-10-09
958,82.5898958333333,17.30625,2264.91001502525,1,1057.51755132576,2020-10-10
959,82.3878125,21.566666666666602,1710.6408535985001,1,1793.3596035985001,2020-10-11
960,83.0462395833333,17.8520833333333,1045.59745467172,1,940.820371338383,2020-10-12
961,84.006875,17.1208333333333,875.981112121214,1,831.864445454547,2020-10-13
962,83.3084375,16.3385416666666,508.961696906563,1,692.274323169189,2020-10-14
963,82.05509375,16.2083333333333,365.195853914138,1,617.271826136361,2020-10-15
964,81.35583333333341,17.23125,937.056239078282,1,808.3826279671711,2020-10-16
965,82.6071875,19.953125,1561.8004859848402,1,1385.3338193181698,2020-10-17
966,83.0015625,16.0895833333333,641.066812941919,1,607.979312941919,2020-10-18
967,82.84860416666659,16.846875,433.19457493687,1,599.5511721590921,2020-10-19
968,81.8442395833333,15.933333333333302,391.11366925504996,1,549.198391477272,2020-10-20
969,81.7624791666667,14.90625,466.55136489899104,1,401.295462121213,2020-10-21
970,81.9119583333333,12.796875,250.912209343435,1,243.19179267676898,2020-10-22
971,81.7762916666667,12.635416666666698,209.33784255050597,1,249.96193977272802,2020-10-23
972,81.3113333333333,13.352833333333399,180.764299053031,1,302.741164583334,2020-10-24
973,80.68553125,13.553125,203.047558841963,1,320.508183841963,2020-10-25
