Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Heat Index,Precipitation,Wind Speed,Wind Direction,Visibility,Cloud Cover,Relative Humidity,Conditions
"Hue, Viet Nam",02/20/2021 07:00:00,18,18,18,0,0,7.4,201,6,85.8,93.67,Overcast
"Hue, Viet Nam",02/20/2021 08:00:00,20.1,20.1,20.1,0,0,7.3,244,6,85.8,82.32,Overcast
"Hue, Viet Nam",02/20/2021 09:00:00,22,22,22,0,0,5.3,220,8.1,49.1,72.96,Partially cloudy
"Hue, Viet Nam",02/20/2021 10:00:00,23,23,23,0,0,9.2,120,8.1,51.4,68.65,Partially cloudy
"Hue, Viet Nam",02/20/2021 11:00:00,23,23,23,0,0,7.5,109,8.1,86.6,68.66,Overcast
"Hue, Viet Nam",02/20/2021 12:00:00,24.9,24.9,24.9,0,0,16.3,78,8.1,50,65.27,Partially cloudy
"Hue, Viet Nam",02/20/2021 13:00:00,24.9,24.9,24.9,0,0,16.3,60,8.1,50,64.98,Partially cloudy
"Hue, Viet Nam",02/20/2021 14:00:00,23.9,23.9,23.9,0,0,18.2,68,8.1,50,68.99,Partially cloudy
"Hue, Viet Nam",02/20/2021 15:00:00,24,24,24,0,0,16.6,77,8.1,49.1,68.84,Partially cloudy
"Hue, Viet Nam",02/20/2021 16:00:00,24,24,24,0,0,16.4,80,8.1,25,64.78,Clear
"Hue, Viet Nam",02/20/2021 17:00:00,23,23,23,0,0,16.3,78,10,25,64.71,Clear
"Hue, Viet Nam",02/20/2021 18:00:00,21.9,21.9,21.9,0,0,14.7,86,10,25,68.76,Clear
"Hue, Viet Nam",02/20/2021 19:00:00,20.9,20.9,20.9,0,0,9.1,90,9.9,25,77.73,Clear
"Hue, Viet Nam",02/20/2021 20:00:00,20.9,20.9,20.9,0,0,9.1,80,9.9,25,77.9,Clear
"Hue, Viet Nam",02/20/2021 21:00:00,19.9,19.9,19.9,0,0,7.4,95,9.9,25,77.93,Clear
"Hue, Viet Nam",02/20/2021 22:00:00,18.7,18.7,18.7,0,0,2.6,71,15.2,59.1,89.93,Partially cloudy
"Hue, Viet Nam",02/20/2021 23:00:00,18.9,18.9,18.9,0,0,5.2,196,8,49.1,82.93,Partially cloudy
"Hue, Viet Nam",02/21/2021 00:00:00,,,,0,0,,,,,,
"Hue, Viet Nam",02/21/2021 01:00:00,15.7,15.7,15.7,0,0,0,360,20,90,96.84,Overcast
"Hue, Viet Nam",02/21/2021 02:00:00,17,17,17,0,0,1.9,210,8,25,93.62,Clear
"Hue, Viet Nam",02/21/2021 03:00:00,17,17,17,0,0,3.5,190,8,25,93.62,Clear
"Hue, Viet Nam",02/21/2021 04:00:00,15.3,15.3,15.3,0,0,1.7,360,14.3,59.1,95.91,Partially cloudy
"Hue, Viet Nam",02/21/2021 05:00:00,16,16,16,0,0,0.1,0,8,25,99.77,Clear
"Hue, Viet Nam",02/21/2021 06:00:00,16,16,16,0,0,5.3,171,7,25,93.79,Clear
"Hue, Viet Nam",02/21/2021 07:00:00,15.3,15.3,15.3,0,0,2.5,298,13.8,59.1,97.88,Partially cloudy
"Hue, Viet Nam",02/21/2021 08:00:00,18,18,18,0,0,3.7,316,7,25,93.25,Clear
"Hue, Viet Nam",02/21/2021 09:00:00,22,22,22,0,0,3.7,134,7.1,25,72.96,Clear
"Hue, Viet Nam",02/21/2021 10:00:00,22.8,22.8,22.8,0,0,3.5,355,15.3,59.7,69.87,Partially cloudy
"Hue, Viet Nam",02/21/2021 11:00:00,24,24,24,0,0,14.5,83,10,25,64.65,Clear
"Hue, Viet Nam",02/21/2021 12:00:00,24,24,24,0,0,20.2,52,10,25,68.85,Clear
"Hue, Viet Nam",02/21/2021 13:00:00,25.1,25.1,25.1,0,0,15,66,15.3,59.1,64.45,Partially cloudy
"Hue, Viet Nam",02/21/2021 14:00:00,25,25,25,0,0,23.8,61,10,49.1,64.99,Partially cloudy
"Hue, Viet Nam",02/21/2021 15:00:00,25,25,25,0,0,22.2,80,10,49.1,65.13,Partially cloudy
"Hue, Viet Nam",02/21/2021 16:00:00,24,24,24,0,0,22.1,61,10,49.1,69.15,Partially cloudy
"Hue, Viet Nam",02/21/2021 17:00:00,23,23,23,0,0,22,81,10,49.1,73.45,Partially cloudy
"Hue, Viet Nam",02/21/2021 18:00:00,23,23,23,0,0,20.1,81,10,49.1,73.45,Partially cloudy
"Hue, Viet Nam",02/21/2021 19:00:00,21.8,21.8,21.8,0,0,7.7,43,15.3,70.6,82.64,Partially cloudy
"Hue, Viet Nam",02/21/2021 20:00:00,21,21,21,0,0,11,102,10,49.1,82.8,Partially cloudy
"Hue, Viet Nam",02/21/2021 21:00:00,21,21,21,0,0,5.3,104,9.9,49.1,88.15,Partially cloudy
"Hue, Viet Nam",02/21/2021 22:00:00,19.8,19.8,19.8,0,0,3.7,86,15.2,71,92.53,Partially cloudy
"Hue, Viet Nam",02/21/2021 23:00:00,20,20,20,0,0,3.5,264,9.9,50,87.88,Partially cloudy
"Hue, Viet Nam",02/22/2021 00:00:00,19.1,19.1,19.1,0,0,3.5,249,8,50,93.3,Partially cloudy
"Hue, Viet Nam",02/22/2021 01:00:00,18,18,18,0,0,3.5,210,14.3,71,95.47,Partially cloudy
"Hue, Viet Nam",02/22/2021 02:00:00,18.1,18.1,18.1,0,0,40,220,6,50,93.69,Partially cloudy
"Hue, Viet Nam",02/22/2021 03:00:00,18.1,18.1,18.1,0,0,1.8,171,6,50,93.69,Partially cloudy
"Hue, Viet Nam",02/22/2021 04:00:00,17.4,17.4,17.4,0,0,3.5,150,12.9,71,96.29,Partially cloudy
"Hue, Viet Nam",02/22/2021 05:00:00,17,17,17,0,0,3.6,151,5.1,50,93.84,Partially cloudy
"Hue, Viet Nam",02/22/2021 06:00:00,17,17,17,0,0,3.6,269,5,49.6,93.84,Partially cloudy
"Hue, Viet Nam",02/22/2021 07:00:00,17.3,17.3,17.3,0,0,1.7,196,2.9,71,99.13,Partially cloudy
"Hue, Viet Nam",02/22/2021 08:00:00,20,20,20,0,0,3.6,229,9.9,28.7,88.09,Partially cloudy
"Hue, Viet Nam",02/22/2021 09:00:00,23,23,23,0,0,3.6,180,10,28.7,73.39,Partially cloudy
"Hue, Viet Nam",02/22/2021 10:00:00,23.6,23.6,23.6,0,0,4.5,152,15.2,59.6,70.02,Partially cloudy
"Hue, Viet Nam",02/22/2021 11:00:00,25,25,25,0,0,7.6,42,10,27.6,65.01,Partially cloudy
"Hue, Viet Nam",02/22/2021 12:00:00,25,25,25,0,0,9.3,42,10,27.6,64.95,Partially cloudy
"Hue, Viet Nam",02/22/2021 13:00:00,26.2,26.2,26.2,0,0,9.1,22,15.2,59.1,64.83,Partially cloudy
"Hue, Viet Nam",02/22/2021 14:00:00,26,26,26,0,0,13,61,10,27.6,65.15,Partially cloudy
"Hue, Viet Nam",02/22/2021 15:00:00,26,26,26,0,0,14.6,71,9.9,25,61.24,Clear
"Hue, Viet Nam",02/22/2021 16:00:00,25.1,25.1,25.1,0,0,13.5,81,15.2,59.1,65.52,Partially cloudy
"Hue, Viet Nam",02/22/2021 17:00:00,24,24,24,0,0,16.6,70,10,27.6,69.09,Partially cloudy
"Hue, Viet Nam",02/22/2021 18:00:00,23,23,23,0,0,11.2,70,10,27.6,78.13,Partially cloudy
"Hue, Viet Nam",02/22/2021 19:00:00,21.8,21.8,21.8,0,0,7.1,85,15.2,70.6,82.91,Partially cloudy
"Hue, Viet Nam",02/22/2021 20:00:00,22,22,22,0,0,11.1,71,10,49.6,83.02,Partially cloudy
"Hue, Viet Nam",02/22/2021 21:00:00,22,22,22,0,0,11,90,10,49.6,83.02,Partially cloudy
"Hue, Viet Nam",02/22/2021 22:00:00,20,20,20,0,0,7.5,124,15.2,70.6,92.34,Partially cloudy
"Hue, Viet Nam",02/22/2021 23:00:00,20,20,20,0,0,5.3,180,9,49.6,93.88,Partially cloudy
"Hue, Viet Nam",02/23/2021 00:00:00,20,20,20,0,0,3.6,191,9,50,93.78,Partially cloudy
"Hue, Viet Nam",02/23/2021 01:00:00,18.3,18.3,18.3,0,0,7.3,215,14.8,59.6,95.27,Partially cloudy
"Hue, Viet Nam",02/23/2021 02:00:00,19,19,19,0,0,5.4,191,9,28,88.19,Partially cloudy
"Hue, Viet Nam",02/23/2021 03:00:00,18,18,18,0,0,5.4,308,9,28,93.79,Partially cloudy
"Hue, Viet Nam",02/23/2021 04:00:00,17.1,17.1,17.1,0,0,3.6,286,13.4,59.1,96.29,Partially cloudy
"Hue, Viet Nam",02/23/2021 05:00:00,17,17,17,0,0,11,272,7,27.6,93.74,Partially cloudy
"Hue, Viet Nam",02/23/2021 06:00:00,17,17,17,0,0,7.5,240,7,27.6,93.74,Partially cloudy
"Hue, Viet Nam",02/23/2021 07:00:00,17.3,17.3,17.3,0,0,5.3,220,13.8,59.7,95.87,Partially cloudy
"Hue, Viet Nam",02/23/2021 08:00:00,20.1,20.1,20.1,0,0,3.5,0,8,27.7,87.81,Partially cloudy
"Hue, Viet Nam",02/23/2021 09:00:00,23,23,23,0,0,5.3,140,8,27.6,73.23,Partially cloudy
"Hue, Viet Nam",02/23/2021 10:00:00,23.8,23.8,23.8,0,0,4.4,70,15.3,59.1,72.33,Partially cloudy
"Hue, Viet Nam",02/23/2021 11:00:00,25,25,25,0,0,9.3,40,10,50,65.15,Partially cloudy
"Hue, Viet Nam",02/23/2021 12:00:00,25,25,25,0,0,9.3,49,10,49.6,65.08,Partially cloudy
"Hue, Viet Nam",02/23/2021 13:00:00,25.6,25.6,25.6,0,0,13.7,72,15.3,59.1,65.49,Partially cloudy
"Hue, Viet Nam",02/23/2021 14:00:00,26,26,26,0,0,12.9,60,10,27.6,61.26,Partially cloudy
"Hue, Viet Nam",02/23/2021 15:00:00,26,26,26,0,0,14.7,60,10,27.6,61.32,Partially cloudy
"Hue, Viet Nam",02/23/2021 16:00:00,25.2,25.2,25.2,0,0,11.8,55,15.3,59.1,62.64,Partially cloudy
"Hue, Viet Nam",02/23/2021 17:00:00,24,24,24,0,0,12.8,60,10,27.6,69.09,Partially cloudy
"Hue, Viet Nam",02/23/2021 18:00:00,23,23,23,0,0,9.4,49,10,49.6,78.21,Partially cloudy
"Hue, Viet Nam",02/23/2021 19:00:00,22.5,22.5,22.5,0,0,0,0,15.3,70.6,83.43,Partially cloudy
"Hue, Viet Nam",02/23/2021 20:00:00,23,23,23,0,0,11,80,10,49.6,83.22,Partially cloudy
"Hue, Viet Nam",02/23/2021 21:00:00,22,22,22,0,0,7.5,83,10,49.6,88.34,Partially cloudy
"Hue, Viet Nam",02/23/2021 22:00:00,21.5,21.5,21.5,0,0,7.5,114,15.2,70.6,90.44,Partially cloudy
"Hue, Viet Nam",02/23/2021 23:00:00,21,21,21,0,0,5.4,122,10,27.6,94.02,Partially cloudy
"Hue, Viet Nam",02/24/2021 00:00:00,21,21,21,0,0,3.6,211,8,27.6,93.92,Partially cloudy
"Hue, Viet Nam",02/24/2021 01:00:00,19.4,19.4,19.4,0,0,3.5,191,14.3,59.6,95.4,Partially cloudy
"Hue, Viet Nam",02/24/2021 02:00:00,19,19,19,0,0,3.6,229,7,28,93.83,Partially cloudy
"Hue, Viet Nam",02/24/2021 03:00:00,19,19,19,0,0,3.6,259,7,28,93.93,Partially cloudy
"Hue, Viet Nam",02/24/2021 04:00:00,18,18,18,0,0,5.5,200,13.8,59.6,96.09,Partially cloudy
"Hue, Viet Nam",02/24/2021 05:00:00,19,19,19,0,0,5.3,262,7,27.6,93.93,Partially cloudy
"Hue, Viet Nam",02/24/2021 06:00:00,18,18,18,0,0,5.4,229,0.1,46.2,99.89,Partially cloudy
"Hue, Viet Nam",02/24/2021 07:00:00,18.5,18.5,18.5,0,0,3.6,200,11.1,93.5,95.69,Overcast
"Hue, Viet Nam",02/24/2021 08:00:00,20.1,20.1,20.1,0,0,5.4,210,7,27.6,93.58,Partially cloudy
"Hue, Viet Nam",02/24/2021 09:00:00,22.1,22.1,22.1,0,0,3.6,0,7,49.6,82.76,Partially cloudy
"Hue, Viet Nam",02/24/2021 10:00:00,23.8,23.8,23.8,0,0,4.5,277,14.3,70.6,76.49,Partially cloudy
"Hue, Viet Nam",02/24/2021 11:00:00,25,25,25,0,0,9.3,110,10,50,69.22,Partially cloudy
"Hue, Viet Nam",02/24/2021 12:00:00,26,26,26,0,0,11.2,120,10,28,65.22,Partially cloudy
"Hue, Viet Nam",02/24/2021 13:00:00,27,27,27,28.1,0,14.2,69,15.3,59.1,59.3,Partially cloudy
"Hue, Viet Nam",02/24/2021 14:00:00,27,27,27,28.2,0,18.2,91,10,27.6,61.48,Partially cloudy
"Hue, Viet Nam",02/24/2021 15:00:00,27,27,27,28.2,0,16.5,90,10,27.6,61.48,Partially cloudy
"Hue, Viet Nam",02/24/2021 16:00:00,26.4,26.4,26.4,0,0,13.4,80,15.3,59.1,62.24,Partially cloudy
"Hue, Viet Nam",02/24/2021 17:00:00,26,26,26,0,0,18.3,100,10,27.6,65.35,Partially cloudy
"Hue, Viet Nam",02/24/2021 18:00:00,24,24,24,0,0,11.1,81,10,27.6,73.56,Partially cloudy
"Hue, Viet Nam",02/24/2021 19:00:00,22.6,22.6,22.6,0,0,7.5,93,15.3,59.1,84.37,Partially cloudy
"Hue, Viet Nam",02/24/2021 20:00:00,22,22,22,0,0,7.5,82,10,27.6,88.16,Partially cloudy
"Hue, Viet Nam",02/24/2021 21:00:00,23,23,23,0,0,3.6,80,10,27.6,83.22,Partially cloudy
"Hue, Viet Nam",02/24/2021 22:00:00,21,21,21,0,0,5.4,211,15.3,59.1,92.69,Partially cloudy
"Hue, Viet Nam",02/24/2021 23:00:00,21,21,21,0,0,1.8,250,10,27.6,88.26,Partially cloudy
"Hue, Viet Nam",02/25/2021 00:00:00,21,21,21,0,0,3.6,240,10,27.6,88.26,Partially cloudy
"Hue, Viet Nam",02/25/2021 01:00:00,19.5,19.5,19.5,0,0,5.2,215,15.2,59.1,95.31,Partially cloudy
"Hue, Viet Nam",02/25/2021 02:00:00,20,20,20,0,0,5.3,249,7,27.6,88.27,Partially cloudy
"Hue, Viet Nam",02/25/2021 03:00:00,19,19,19,0,0,3.6,141,7,27.6,93.93,Partially cloudy
"Hue, Viet Nam",02/25/2021 04:00:00,18.6,18.6,18.6,0,0,3.7,326,13.8,59.1,96.01,Partially cloudy
"Hue, Viet Nam",02/25/2021 05:00:00,19,19,19,0,0,3.6,269,6,27.6,93.83,Partially cloudy
"Hue, Viet Nam",02/25/2021 06:00:00,19,19,19,0,0,1.8,270,3.1,49.6,93.83,Partially cloudy
"Hue, Viet Nam",02/25/2021 07:00:00,19,19,19,0,0,1.9,325,12.9,71.4,96.66,Partially cloudy
"Hue, Viet Nam",02/25/2021 08:00:00,22,22,22,0,0,3.6,270,8,27.7,83.11,Partially cloudy
"Hue, Viet Nam",02/25/2021 09:00:00,24,24,24,0,0,5.4,200,10,27.7,73.56,Partially cloudy
"Hue, Viet Nam",02/25/2021 10:00:00,25.5,25.5,25.5,0,0,4.6,179,15.2,59.7,68.47,Partially cloudy
"Hue, Viet Nam",02/25/2021 11:00:00,27,27,27,28.9,0,5.4,91,10,27.7,69.59,Partially cloudy
"Hue, Viet Nam",02/25/2021 12:00:00,28,28,28,30.1,0,7.7,51,10,27.7,65.7,Partially cloudy
"Hue, Viet Nam",02/25/2021 13:00:00,28.2,28.2,28.2,30.7,0,3.6,360,15.2,59.7,68.04,Partially cloudy
"Hue, Viet Nam",02/25/2021 14:00:00,28,28,28,29.7,0,9.5,2,10,27.7,61.84,Partially cloudy
"Hue, Viet Nam",02/25/2021 15:00:00,29,29,29,31.3,0,7.7,32,10,27.7,62.06,Partially cloudy
"Hue, Viet Nam",02/25/2021 16:00:00,29,29,29,31.4,0,6.5,57,15.2,59.7,62.53,Partially cloudy
"Hue, Viet Nam",02/25/2021 17:00:00,27,27,27,28.8,0,11.2,91,10,27.7,69.73,Partially cloudy
"Hue, Viet Nam",02/25/2021 18:00:00,26,26,26,0,0,5.4,81,10,50,78.64,Partially cloudy
"Hue, Viet Nam",02/25/2021 19:00:00,25,25,25,0,0,3.6,91,15.2,71.4,86.35,Partially cloudy
"Hue, Viet Nam",02/25/2021 20:00:00,25,25,25,0,0,1.9,22,10,50,83.37,Partially cloudy
"Hue, Viet Nam",02/25/2021 21:00:00,24,24,24,0,0,3.6,20,10,50,88.51,Partially cloudy
"Hue, Viet Nam",02/25/2021 22:00:00,23.5,23.5,23.5,0,0,1.8,198,15.2,71.4,92.23,Partially cloudy
"Hue, Viet Nam",02/25/2021 23:00:00,23,23,23,0,0,3.6,102,8,50,88.52,Partially cloudy
"Hue, Viet Nam",02/26/2021 00:00:00,23,23,23,0,0,3.6,298,8,50,88.52,Partially cloudy
"Hue, Viet Nam",02/26/2021 01:00:00,21.9,21.9,21.9,0,0,3.6,228,14.3,71.4,96.11,Partially cloudy
"Hue, Viet Nam",02/26/2021 02:00:00,22,22,22,0,0,5.4,131,6,50,93.97,Partially cloudy
"Hue, Viet Nam",02/26/2021 03:00:00,22,22,22,0,0,5.3,33,5,50,93.97,Partially cloudy
"Hue, Viet Nam",02/26/2021 04:00:00,21.6,21.6,21.6,0,0,3.5,0,12.9,71.4,94.96,Partially cloudy
"Hue, Viet Nam",02/26/2021 05:00:00,22,22,22,0,0,3.6,121,5,50,94.06,Partially cloudy
"Hue, Viet Nam",02/26/2021 06:00:00,22,22,22,0,0,3.6,180,5,50,88.53,Partially cloudy
"Hue, Viet Nam",02/26/2021 07:00:00,22,22,22,0,0,3.6,140,14.3,59.7,89.48,Partially cloudy
"Hue, Viet Nam",02/26/2021 08:00:00,25,25,25,0,0,9.2,190,8,27.7,78.58,Partially cloudy
"Hue, Viet Nam",02/26/2021 09:00:00,28,28,28,30.1,0,5.5,200,8,27.7,65.9,Partially cloudy
"Hue, Viet Nam",02/26/2021 10:00:00,30,30,30,32.5,0,3.7,181,14.3,59.7,58.19,Partially cloudy
"Hue, Viet Nam",02/26/2021 11:00:00,31,31,31,35.4,0,5.5,31,8,27.7,62.55,Partially cloudy
"Hue, Viet Nam",02/26/2021 12:00:00,32.9,32.9,32.9,38,0,9.4,41,8,27.7,56.02,Partially cloudy
"Hue, Viet Nam",02/26/2021 13:00:00,31.6,31.6,31.6,36.1,0,12.7,52,14.3,59.7,59.78,Partially cloudy
"Hue, Viet Nam",02/26/2021 14:00:00,29,29,29,32.7,0,13,41,10,27.7,70.11,Partially cloudy
"Hue, Viet Nam",02/26/2021 15:00:00,30,30,30,34.1,0,5.6,110,10,27.7,66.31,Partially cloudy
"Hue, Viet Nam",02/26/2021 16:00:00,29.5,29.5,29.5,33.8,0,7.3,51,15.2,59.7,69.4,Partially cloudy
"Hue, Viet Nam",02/26/2021 17:00:00,28,28,28,31.2,0,9.4,81,10,27.6,74.45,Partially cloudy
"Hue, Viet Nam",02/26/2021 18:00:00,26,26,26,0,0,5.5,100,8,28,83.56,Partially cloudy
"Hue, Viet Nam",02/26/2021 19:00:00,25.7,25.7,25.7,0,0,3.7,110,14.3,59.6,87.89,Partially cloudy
"Hue, Viet Nam",02/26/2021 20:00:00,25,25,25,0,0,1.8,190,8,28,88.68,Partially cloudy
"Hue, Viet Nam",02/26/2021 21:00:00,24,24,24,0,0,5.4,330,8,28,94.05,Partially cloudy
"Hue, Viet Nam",02/26/2021 22:00:00,23.9,23.9,23.9,0,0,13.3,319,13.8,59.6,93.45,Partially cloudy
"Hue, Viet Nam",02/26/2021 23:00:00,24,24,24,0,0,11,322,6,50,88.6,Partially cloudy
"Hue, Viet Nam",02/27/2021 00:00:00,24,24,24,0,0,11,310,6,50,88.6,Partially cloudy
"Hue, Viet Nam",02/27/2021 01:00:00,23.6,23.6,23.6,0,0,9,316,13.4,71,90.09,Partially cloudy
"Hue, Viet Nam",02/27/2021 02:00:00,24,24,24,0,0,12.9,291,7,50,88.69,Partially cloudy
"Hue, Viet Nam",02/27/2021 03:00:00,24,24,24,0,0,9.4,301,7,50,88.69,Partially cloudy
"Hue, Viet Nam",02/27/2021 04:00:00,23.6,23.6,23.6,0,0,9,306,13.8,71,89.23,Partially cloudy
"Hue, Viet Nam",02/27/2021 05:00:00,24,24,24,0,0,11.1,291,7,50,88.6,Partially cloudy
"Hue, Viet Nam",02/27/2021 06:00:00,23,23,23,0,0,3.6,320,7,88.4,94.11,Overcast
"Hue, Viet Nam",02/27/2021 07:00:00,23.4,23.4,23.4,0,0,2,360,13.3,89.1,91.44,Overcast
"Hue, Viet Nam",02/27/2021 08:00:00,25,25,25,0,0,1.9,350,7,89.1,83.54,Overcast
"Hue, Viet Nam",02/27/2021 09:00:00,26,26,26,0,0,5.3,340,7,89.1,78.72,Overcast
"Hue, Viet Nam",02/27/2021 10:00:00,25.9,25.9,25.9,0,0,7.6,353,14.3,89.1,79.46,Overcast
"Hue, Viet Nam",02/27/2021 11:00:00,26,26,26,0,0,7.6,12,9,89.1,78.64,Overcast
"Hue, Viet Nam",02/27/2021 12:00:00,27,27,27,29.2,0,11.2,32,9.9,89.1,74.21,Overcast
"Hue, Viet Nam",02/27/2021 13:00:00,26.9,26.9,26.9,28.9,0,3.6,90,20,90,74.11,Overcast
"Hue, Viet Nam",02/27/2021 14:00:00,27,27,27,29.2,0,11.2,21,9.9,50,74.06,Partially cloudy
"Hue, Viet Nam",02/27/2021 15:00:00,27,27,27,29.3,0,9.4,71,10,50,73.91,Partially cloudy
"Hue, Viet Nam",02/27/2021 16:00:00,26.2,26.2,26.2,0,0,9.9,66,15.2,70.6,78.26,Partially cloudy
"Hue, Viet Nam",02/27/2021 17:00:00,25,25,25,0,0,7.5,50,8,88.4,88.59,Overcast
"Hue, Viet Nam",02/27/2021 18:00:00,24,24,24,0,0,11.1,70,8,88.4,93.96,Overcast
"Hue, Viet Nam",02/27/2021 19:00:00,24.1,24.1,24.1,0,0,6.2,96,15.3,88.4,92.48,Overcast
"Hue, Viet Nam",02/27/2021 20:00:00,24,24,24,0,0,7.5,90,10,88.4,93.96,Overcast
"Hue, Viet Nam",02/27/2021 21:00:00,,,,,,,,,,,
"Hue, Viet Nam",02/27/2021 22:00:00,24,24,24,0,0,7.9,91,15.3,89.1,94.35,Overcast
"Hue, Viet Nam",02/27/2021 23:00:00,24,24,24,0,0,12.9,90,10,89.1,94.05,Overcast
"Hue, Viet Nam",02/28/2021 00:00:00,24,24,24,0,0,7.6,71,10,89.1,94.05,Overcast
"Hue, Viet Nam",02/28/2021 01:00:00,23.9,23.9,23.9,0,0,5.5,117,15.2,89.1,94.05,Overcast
"Hue, Viet Nam",02/28/2021 02:00:00,24,24,24,0,0,5.5,169,9,89.1,94.15,Overcast
"Hue, Viet Nam",02/28/2021 03:00:00,23,23,23,0,0,3.7,170,7,89.1,99.8,Overcast
"Hue, Viet Nam",02/28/2021 04:00:00,22.8,22.8,22.8,0,0,0,0,12,71.7,96.23,Partially cloudy
"Hue, Viet Nam",02/28/2021 05:00:00,23,23,23,0,0,3.7,150,3.1,50,94.11,Partially cloudy
"Hue, Viet Nam",02/28/2021 06:00:00,23,23,23,0,0,5.4,278,2.1,50.6,94.11,Partially cloudy
"Hue, Viet Nam",02/28/2021 07:00:00,22.5,22.5,22.5,0,0,3.7,219,2.5,60.2,96.22,Partially cloudy
"Hue, Viet Nam",02/28/2021 08:00:00,24,24,24,0,0,1.9,199,6,28.7,94.05,Partially cloudy
"Hue, Viet Nam",02/28/2021 09:00:00,28,28,28,31.2,0,5.5,13,8,28,74.38,Partially cloudy
"Hue, Viet Nam",02/28/2021 10:00:00,28.3,28.3,28.3,31,0,8.3,111,15.3,59.6,67.94,Partially cloudy
"Hue, Viet Nam",02/28/2021 11:00:00,30,30,30,32.6,0,7.7,81,10,27.6,58.76,Partially cloudy
"Hue, Viet Nam",02/28/2021 12:00:00,30,30,30,33.3,0,13.1,71,10,27.6,62.4,Partially cloudy
"Hue, Viet Nam",02/28/2021 13:00:00,30.2,30.2,30.2,34.4,0,12.6,76,15.3,59.1,64.84,Partially cloudy
"Hue, Viet Nam",02/28/2021 14:00:00,30,30,30,34.1,0,20.6,71,10,27.6,66.31,Partially cloudy
"Hue, Viet Nam",02/28/2021 15:00:00,29,29,29,32.7,0,13.1,91,10,28,70.25,Partially cloudy
"Hue, Viet Nam",02/28/2021 16:00:00,29.1,29.1,29.1,32.7,0,10.1,70,15.3,60.2,68.58,Partially cloudy
"Hue, Viet Nam",02/28/2021 17:00:00,27,27,27,29.6,0,14.8,91,10,28,78.86,Partially cloudy
"Hue, Viet Nam",02/28/2021 18:00:00,26,26,26,0,0,11.2,100,10,89.1,83.65,Overcast
"Hue, Viet Nam",02/28/2021 19:00:00,25.9,25.9,25.9,0,0,11.3,111,15.2,89.1,86.34,Overcast
"Hue, Viet Nam",02/28/2021 20:00:00,26,26,26,0,0,5.6,101,10,89.1,83.65,Overcast
"Hue, Viet Nam",02/28/2021 21:00:00,25,25,25,0,0,7.7,101,10,50.6,88.68,Partially cloudy
"Hue, Viet Nam",02/28/2021 22:00:00,24.6,24.6,24.6,0,0,5.7,91,15.2,71.7,92.98,Partially cloudy
"Hue, Viet Nam",02/28/2021 23:00:00,25,25,25,0,0,3.8,343,8,50.6,88.77,Partially cloudy
"Hue, Viet Nam",3/1/2021 0:00,24,24,24,0,0,5.5,3,8,50.6,94.05,Partially cloudy
"Hue, Viet Nam",3/1/2021 1:00,23.5,23.5,23.5,0,0,3.9,208,14.3,71.7,96.15,Partially cloudy
"Hue, Viet Nam",3/1/2021 2:00,23,23,23,0,0,3.7,248,7,50.6,94.01,Partially cloudy
"Hue, Viet Nam",3/1/2021 3:00,23,23,23,0,0,3.7,238,5,50.6,99.8,Partially cloudy
"Hue, Viet Nam",3/1/2021 4:00,22.9,22.9,22.9,0,0,5.5,285,11.5,71.7,98.85,Partially cloudy
"Hue, Viet Nam",3/1/2021 5:00,23,23,23,0,0,3.6,278,1.1,47.3,99.8,Partially cloudy
"Hue, Viet Nam",3/1/2021 6:00,23,23,23,0,0,5.4,239,1.1,47.3,99.8,Partially cloudy
"Hue, Viet Nam",3/1/2021 7:00,23.1,23.1,23.1,0,0,3.6,270,1.1,94.5,98.95,Overcast
"Hue, Viet Nam",3/1/2021 8:00,24,24,24,0,0,5.4,287,1.1,50.6,94.05,Partially cloudy
"Hue, Viet Nam",3/1/2021 9:00,,,,,,,,,,,
"Hue, Viet Nam",3/1/2021 10:00,27.7,27.7,27.7,30.6,0,3.6,20,20,90,75.15,Overcast
"Hue, Viet Nam",3/1/2021 11:00,28,28,28,32,0,7.6,81,7,50,78.77,Partially cloudy
"Hue, Viet Nam",3/1/2021 12:00,29,29,29,34.5,0,9.5,51,8,50,78.9,Partially cloudy
"Hue, Viet Nam",3/1/2021 13:00,29.4,29.4,29.4,34.6,0,10.8,70,14.3,70.6,74.07,Partially cloudy
"Hue, Viet Nam",3/1/2021 14:00,29,29,29,33.6,0,11.3,51,8,27.6,74.54,Partially cloudy
"Hue, Viet Nam",3/1/2021 15:00,29,29,29,33.6,0,7.7,12,8,27.6,74.46,Partially cloudy
"Hue, Viet Nam",3/1/2021 16:00,28.4,28.4,28.4,32.4,0,3.6,70,14.3,88.4,75.8,Overcast
"Hue, Viet Nam",3/1/2021 17:00,27,27,27,30.1,0,7.7,91,8,89.1,83.76,Overcast
"Hue, Viet Nam",3/1/2021 18:00,26,26,26,0,0,5.5,61,8,89.1,88.76,Overcast
"Hue, Viet Nam",3/1/2021 19:00,26.3,26.3,26.3,0,0,3.6,320,14.3,89.1,88.5,Overcast
"Hue, Viet Nam",3/1/2021 20:00,25,25,25,0,0,3.7,12,8,89.1,94.1,Overcast
"Hue, Viet Nam",3/1/2021 21:00,25,25,25,0,0,3.7,352,8,89.1,94.1,Overcast
