Time,Day,SMP,Month,Year
44,28,1049.7,12,2020
45,28,1036.0,12,2020
46,28,999.0,12,2020
47,28,938.2,12,2020
48,28,920.9,12,2020
1,29,919.0,12,2020
2,29,860.0,12,2020
3,29,900.0,12,2020
4,29,880.0,12,2020
5,29,878.0,12,2020
6,29,880.0,12,2020
7,29,899.0,12,2020
8,29,919.0,12,2020
9,29,919.0,12,2020
10,29,920.9,12,2020
11,29,979.7,12,2020
12,29,1000.0,12,2020
13,29,1004.8,12,2020
14,29,998.0,12,2020
15,29,979.7,12,2020
16,29,994.8,12,2020
17,29,938.2,12,2020
18,29,919.0,12,2020
19,29,500.0,12,2020
20,29,1.0,12,2020
21,29,1.0,12,2020
22,29,1.0,12,2020
23,29,1.0,12,2020
24,29,1.0,12,2020
25,29,1.0,12,2020
26,29,1.0,12,2020
27,29,1.0,12,2020
28,29,473.3,12,2020
29,29,486.1,12,2020
30,29,667.5,12,2020
31,29,829.0,12,2020
32,29,878.0,12,2020
33,29,920.9,12,2020
34,29,979.7,12,2020
35,29,979.7,12,2020
36,29,1010.0,12,2020
37,29,1032.1,12,2020
38,29,1010.0,12,2020
39,29,979.7,12,2020
40,29,979.7,12,2020
41,29,1010.0,12,2020
42,29,1044.0,12,2020
43,29,1036.0,12,2020
44,29,1010.0,12,2020
45,29,1032.1,12,2020
46,29,1044.0,12,2020
47,29,1026.5,12,2020
48,29,1010.0,12,2020
1,30,998.0,12,2020
2,30,997.0,12,2020
3,30,979.7,12,2020
4,30,930.0,12,2020
5,30,920.9,12,2020
6,30,920.9,12,2020
7,30,920.9,12,2020
8,30,920.9,12,2020
9,30,910.0,12,2020
10,30,920.9,12,2020
11,30,920.9,12,2020
12,30,938.2,12,2020
13,30,960.0,12,2020
14,30,979.7,12,2020
15,30,938.2,12,2020
16,30,920.9,12,2020
17,30,938.2,12,2020
18,30,920.9,12,2020
19,30,900.0,12,2020
20,30,553.3,12,2020
21,30,473.3,12,2020
22,30,473.3,12,2020
23,30,473.3,12,2020
24,30,1.0,12,2020
25,30,1.0,12,2020
26,30,469.0,12,2020
27,30,473.3,12,2020
28,30,500.0,12,2020
29,30,500.0,12,2020
30,30,469.0,12,2020
31,30,473.3,12,2020
32,30,800.0,12,2020
33,30,920.9,12,2020
34,30,979.7,12,2020
35,30,938.2,12,2020
36,30,979.7,12,2020
37,30,979.7,12,2020
38,30,920.9,12,2020
39,30,920.9,12,2020
40,30,600.0,12,2020
41,30,938.0,12,2020
42,30,979.7,12,2020
43,30,979.7,12,2020
44,30,979.7,12,2020
45,30,979.7,12,2020
46,30,938.2,12,2020
47,30,938.0,12,2020
48,30,920.9,12,2020
1,31,920.9,12,2020
2,31,910.0,12,2020
3,31,817.0,12,2020
4,31,799.0,12,2020
5,31,799.0,12,2020
6,31,799.0,12,2020
7,31,799.0,12,2020
8,31,799.0,12,2020
9,31,800.0,12,2020
10,31,799.0,12,2020
11,31,920.9,12,2020
12,31,979.7,12,2020
13,31,979.7,12,2020
14,31,979.7,12,2020
15,31,979.7,12,2020
16,31,994.8,12,2020
17,31,994.8,12,2020
18,31,959.0,12,2020
19,31,880.0,12,2020
20,31,667.4,12,2020
21,31,473.3,12,2020
22,31,1.0,12,2020
23,31,1.0,12,2020
24,31,1.0,12,2020
25,31,1.0,12,2020
26,31,1.0,12,2020
27,31,1.0,12,2020
28,31,667.4,12,2020
29,31,800.0,12,2020
30,31,860.0,12,2020
31,31,959.0,12,2020
32,31,979.7,12,2020
33,31,979.7,12,2020
34,31,979.7,12,2020
35,31,979.7,12,2020
36,31,979.7,12,2020
37,31,920.9,12,2020
38,31,920.9,12,2020
39,31,817.0,12,2020
40,31,700.0,12,2020
41,31,802.0,12,2020
42,31,899.0,12,2020
43,31,920.9,12,2020
44,31,920.9,12,2020
45,31,860.0,12,2020
46,31,802.0,12,2020
47,31,540.0,12,2020
48,31,473.3,12,2020
1,1,998.0,1,2021
2,1,994.8,1,2021
3,1,967.0,1,2021
4,1,967.0,1,2021
5,1,967.0,1,2021
6,1,967.0,1,2021
7,1,967.0,1,2021
8,1,967.0,1,2021
9,1,967.0,1,2021
10,1,967.0,1,2021
11,1,967.0,1,2021
12,1,967.0,1,2021
13,1,967.0,1,2021
14,1,937.0,1,2021
15,1,959.3,1,2021
16,1,905.0,1,2021
17,1,509.9,1,2021
18,1,500.0,1,2021
19,1,1.0,1,2021
20,1,1.0,1,2021
21,1,1.0,1,2021
22,1,1.0,1,2021
23,1,1.0,1,2021
24,1,1.0,1,2021
25,1,1.0,1,2021
26,1,1.0,1,2021
27,1,1.0,1,2021
28,1,1.0,1,2021
29,1,1.0,1,2021
30,1,473.0,1,2021
31,1,509.9,1,2021
32,1,750.0,1,2021
33,1,928.0,1,2021
34,1,960.0,1,2021
35,1,967.0,1,2021
36,1,1044.5,1,2021
37,1,1100.0,1,2021
38,1,1044.5,1,2021
39,1,998.0,1,2021
40,1,967.0,1,2021
41,1,967.0,1,2021
42,1,967.0,1,2021
43,1,994.8,1,2021
44,1,960.0,1,2021
45,1,935.4,1,2021
46,1,905.0,1,2021
47,1,910.0,1,2021
48,1,881.9,1,2021
1,2,930.0,1,2021
2,2,881.9,1,2021
3,2,865.0,1,2021
4,2,856.0,1,2021
5,2,859.0,1,2021
6,2,865.0,1,2021
7,2,900.0,1,2021
8,2,870.0,1,2021
9,2,856.0,1,2021
10,2,865.0,1,2021
11,2,877.0,1,2021
12,2,881.9,1,2021
13,2,920.0,1,2021
14,2,967.0,1,2021
15,2,967.0,1,2021
16,2,967.0,1,2021
17,2,1000.0,1,2021
18,2,967.0,1,2021
19,2,920.8,1,2021
20,2,848.0,1,2021
21,2,500.0,1,2021
22,2,426.7,1,2021
23,2,1.0,1,2021
24,2,1.0,1,2021
25,2,426.7,1,2021
26,2,500.0,1,2021
27,2,881.9,1,2021
28,2,967.0,1,2021
29,2,967.0,1,2021
30,2,967.0,1,2021
31,2,1044.5,1,2021
32,2,1112.7,1,2021
33,2,1230.2,1,2021
34,2,1270.6,1,2021
35,2,1270.6,1,2021
36,2,1503.5,1,2021
37,2,1342.3,1,2021
38,2,1258.5,1,2021
39,2,1230.2,1,2021
40,2,1200.0,1,2021
41,2,1230.2,1,2021
42,2,1258.5,1,2021
43,2,1247.6,1,2021
44,2,1222.8,1,2021
45,2,1222.8,1,2021
46,2,1113.7,1,2021
47,2,1200.0,1,2021
48,2,1100.0,1,2021
1,3,967.0,1,2021
2,3,967.0,1,2021
3,3,967.0,1,2021
4,3,967.0,1,2021
5,3,967.0,1,2021
6,3,967.0,1,2021
7,3,967.0,1,2021
8,3,967.0,1,2021
9,3,967.0,1,2021
10,3,967.0,1,2021
11,3,1000.0,1,2021
12,3,1044.5,1,2021
13,3,1046.1,1,2021
14,3,1212.2,1,2021
15,3,1212.2,1,2021
16,3,1046.1,1,2021
17,3,967.0,1,2021
18,3,870.0,1,2021
19,3,860.0,1,2021
20,3,800.0,1,2021
21,3,797.0,1,2021
22,3,797.0,1,2021
23,3,796.0,1,2021
24,3,500.0,1,2021
25,3,426.7,1,2021
26,3,426.7,1,2021
27,3,1.0,1,2021
28,3,395.0,1,2021
29,3,500.0,1,2021
30,3,653.0,1,2021
31,3,856.0,1,2021
32,3,967.0,1,2021
33,3,1190.0,1,2021
34,3,1245.4,1,2021
35,3,1503.5,1,2021
36,3,1503.5,1,2021
37,3,1503.5,1,2021
38,3,1402.0,1,2021
39,3,1503.5,1,2021
40,3,1401.0,1,2021
41,3,1401.0,1,2021
42,3,1503.5,1,2021
43,3,1503.0,1,2021
44,3,1401.0,1,2021
45,3,1402.0,1,2021
46,3,1245.5,1,2021
47,3,1222.8,1,2021
48,3,1200.0,1,2021
1,4,1044.5,1,2021
2,4,1044.0,1,2021
3,4,1044.0,1,2021
4,4,1000.0,1,2021
5,4,1000.0,1,2021
6,4,1000.0,1,2021
7,4,1000.0,1,2021
8,4,1000.0,1,2021
9,4,1044.0,1,2021
10,4,1044.5,1,2021
11,4,1099.0,1,2021
12,4,1258.5,1,2021
13,4,1401.0,1,2021
14,4,1502.0,1,2021
15,4,1258.5,1,2021
16,4,1450.0,1,2021
17,4,1401.0,1,2021
18,4,1258.5,1,2021
19,4,1100.0,1,2021
20,4,892.0,1,2021
21,4,869.0,1,2021
22,4,859.0,1,2021
23,4,785.0,1,2021
24,4,652.9,1,2021
25,4,652.9,1,2021
26,4,848.0,1,2021
27,4,1100.0,1,2021
28,4,1222.8,1,2021
29,4,1247.6,1,2021
30,4,1270.6,1,2021
31,4,1258.5,1,2021
32,4,1400.0,1,2021
33,4,1503.5,1,2021
34,4,1503.5,1,2021
35,4,1503.5,1,2021
36,4,1503.5,1,2021
37,4,1503.5,1,2021
38,4,1503.5,1,2021
39,4,1247.6,1,2021
40,4,1222.8,1,2021
41,4,1247.6,1,2021
42,4,1400.0,1,2021
43,4,1310.0,1,2021
44,4,1400.0,1,2021
45,4,1258.5,1,2021
46,4,1222.8,1,2021
47,4,1044.5,1,2021
48,4,1000.0,1,2021
1,5,1044.5,1,2021
2,5,1000.0,1,2021
3,5,1000.0,1,2021
4,5,1000.0,1,2021
5,5,1000.0,1,2021
6,5,1000.0,1,2021
7,5,1000.0,1,2021
8,5,1044.5,1,2021
9,5,1044.5,1,2021
10,5,1044.5,1,2021
11,5,1046.1,1,2021
12,5,1075.8,1,2021
13,5,1204.2,1,2021
14,5,1222.8,1,2021
15,5,1247.6,1,2021
16,5,1270.6,1,2021
17,5,1258.5,1,2021
18,5,1200.0,1,2021
19,5,1046.1,1,2021
20,5,935.4,1,2021
21,5,850.0,1,2021
22,5,793.0,1,2021
23,5,600.0,1,2021
24,5,652.9,1,2021
25,5,800.0,1,2021
26,5,959.3,1,2021
27,5,1075.8,1,2021
28,5,1099.0,1,2021
29,5,1100.0,1,2021
30,5,1222.8,1,2021
31,5,1258.5,1,2021
32,5,1290.0,1,2021
33,5,1503.5,1,2021
34,5,1503.5,1,2021
35,5,1258.5,1,2021
36,5,1503.5,1,2021
37,5,1503.5,1,2021
38,5,1502.0,1,2021
39,5,1247.6,1,2021
40,5,1099.0,1,2021
41,5,1258.5,1,2021
42,5,1420.0,1,2021
43,5,1258.5,1,2021
44,5,1258.5,1,2021
45,5,1222.8,1,2021
46,5,1222.8,1,2021
47,5,1204.2,1,2021
48,5,1046.1,1,2021
1,6,1044.5,1,2021
2,6,1044.5,1,2021
3,6,1044.5,1,2021
4,6,1044.5,1,2021
5,6,1000.0,1,2021
6,6,935.4,1,2021
7,6,900.0,1,2021
8,6,950.0,1,2021
9,6,1044.5,1,2021
10,6,1044.5,1,2021
11,6,1046.1,1,2021
12,6,1050.0,1,2021
13,6,1247.6,1,2021
14,6,1400.0,1,2021
15,6,1300.0,1,2021
16,6,1260.0,1,2021
17,6,1222.8,1,2021
18,6,1099.0,1,2021
19,6,1190.0,1,2021
20,6,850.0,1,2021
21,6,800.0,1,2021
22,6,800.0,1,2021
23,6,653.0,1,2021
24,6,780.0,1,2021
25,6,800.0,1,2021
26,6,800.0,1,2021
27,6,891.0,1,2021
28,6,881.9,1,2021
29,6,892.0,1,2021
30,6,1044.5,1,2021
31,6,1046.1,1,2021
32,6,1099.0,1,2021
33,6,1100.0,1,2021
34,6,1240.9,1,2021
35,6,1222.8,1,2021
36,6,1503.5,1,2021
37,6,1502.0,1,2021
38,6,1247.6,1,2021
39,6,1099.0,1,2021
40,6,1044.5,1,2021
41,6,1222.8,1,2021
42,6,1247.6,1,2021
43,6,1150.0,1,2021
44,6,1046.1,1,2021
45,6,1044.5,1,2021
46,6,1000.0,1,2021
47,6,850.0,1,2021
48,6,800.0,1,2021
1,7,890.0,1,2021
2,7,890.0,1,2021
3,7,891.0,1,2021
4,7,890.0,1,2021
5,7,891.0,1,2021
6,7,890.0,1,2021
7,7,881.9,1,2021
8,7,890.0,1,2021
9,7,891.0,1,2021
10,7,891.0,1,2021
11,7,850.0,1,2021
12,7,891.0,1,2021
13,7,1020.0,1,2021
14,7,1046.1,1,2021
15,7,1046.1,1,2021
16,7,1046.1,1,2021
17,7,1020.0,1,2021
18,7,890.0,1,2021
19,7,790.0,1,2021
20,7,653.0,1,2021
21,7,652.9,1,2021
22,7,573.5,1,2021
23,7,573.5,1,2021
24,7,652.9,1,2021
25,7,680.0,1,2021
26,7,652.9,1,2021
27,7,759.0,1,2021
28,7,790.0,1,2021
29,7,790.0,1,2021
30,7,795.0,1,2021
31,7,850.0,1,2021
32,7,967.0,1,2021
33,7,1050.0,1,2021
34,7,1222.8,1,2021
35,7,1200.0,1,2021
36,7,1222.8,1,2021
37,7,1258.5,1,2021
38,7,1222.8,1,2021
39,7,1044.5,1,2021
40,7,1044.5,1,2021
41,7,1200.0,1,2021
42,7,1258.5,1,2021
43,7,1222.8,1,2021
44,7,1222.8,1,2021
45,7,1044.5,1,2021
46,7,1020.0,1,2021
47,7,1044.5,1,2021
48,7,1020.0,1,2021
1,8,1020.0,1,2021
2,8,935.4,1,2021
3,8,850.0,1,2021
4,8,850.0,1,2021
5,8,847.0,1,2021
6,8,840.0,1,2021
7,8,840.0,1,2021
8,8,840.0,1,2021
9,8,935.4,1,2021
10,8,881.9,1,2021
11,8,934.0,1,2021
12,8,972.0,1,2021
13,8,1044.5,1,2021
14,8,1046.1,1,2021
15,8,1044.5,1,2021
16,8,1044.5,1,2021
17,8,1020.0,1,2021
18,8,1000.0,1,2021
19,8,805.0,1,2021
20,8,752.0,1,2021
21,8,747.0,1,2021
22,8,765.0,1,2021
23,8,730.0,1,2021
24,8,747.0,1,2021
25,8,742.0,1,2021
26,8,750.0,1,2021
27,8,747.0,1,2021
28,8,742.0,1,2021
29,8,780.0,1,2021
30,8,790.0,1,2021
31,8,800.0,1,2021
32,8,910.0,1,2021
33,8,1044.5,1,2021
34,8,1050.0,1,2021
35,8,1050.0,1,2021
36,8,1258.5,1,2021
37,8,1449.0,1,2021
38,8,1258.5,1,2021
39,8,1222.8,1,2021
40,8,1200.0,1,2021
41,8,1222.8,1,2021
42,8,1258.5,1,2021
43,8,1222.8,1,2021
44,8,1044.5,1,2021
45,8,1046.1,1,2021
46,8,1044.5,1,2021
47,8,1044.5,1,2021
48,8,1026.4,1,2021
1,9,1044.5,1,2021
2,9,1044.5,1,2021
3,9,1044.5,1,2021
4,9,1044.5,1,2021
5,9,1039.0,1,2021
6,9,1020.0,1,2021
7,9,1020.0,1,2021
8,9,1000.0,1,2021
9,9,1000.0,1,2021
10,9,948.3,1,2021
11,9,948.2,1,2021
12,9,948.3,1,2021
13,9,935.4,1,2021
14,9,948.3,1,2021
15,9,967.0,1,2021
16,9,1005.0,1,2021
17,9,990.0,1,2021
18,9,980.0,1,2021
19,9,935.4,1,2021
20,9,780.0,1,2021
21,9,780.0,1,2021
22,9,750.0,1,2021
23,9,653.0,1,2021
24,9,653.0,1,2021
25,9,652.9,1,2021
26,9,426.7,1,2021
27,9,652.9,1,2021
28,9,780.0,1,2021
29,9,812.0,1,2021
30,9,820.0,1,2021
31,9,892.7,1,2021
32,9,1044.5,1,2021
33,9,1046.1,1,2021
34,9,1100.0,1,2021
35,9,1099.0,1,2021
36,9,1258.5,1,2021
37,9,1258.5,1,2021
38,9,1143.0,1,2021
39,9,1044.5,1,2021
40,9,934.0,1,2021
41,9,1005.0,1,2021
42,9,1044.5,1,2021
43,9,1044.5,1,2021
44,9,1020.0,1,2021
45,9,1044.5,1,2021
46,9,1020.0,1,2021
47,9,1046.1,1,2021
48,9,1020.0,1,2021
1,10,1020.0,1,2021
2,10,967.0,1,2021
3,10,935.4,1,2021
4,10,800.0,1,2021
5,10,750.0,1,2021
6,10,750.0,1,2021
7,10,784.0,1,2021
8,10,750.0,1,2021
9,10,733.4,1,2021
10,10,750.0,1,2021
11,10,817.0,1,2021
12,10,892.7,1,2021
13,10,910.0,1,2021
14,10,980.0,1,2021
15,10,935.4,1,2021
16,10,847.0,1,2021
17,10,700.0,1,2021
18,10,1.0,1,2021
19,10,1.0,1,2021
20,10,1.0,1,2021
21,10,1.0,1,2021
22,10,1.0,1,2021
23,10,1.0,1,2021
24,10,1.0,1,2021
25,10,1.0,1,2021
26,10,1.0,1,2021
27,10,1.0,1,2021
28,10,1.0,1,2021
29,10,1.0,1,2021
30,10,1.0,1,2021
31,10,1.0,1,2021
32,10,1.0,1,2021
33,10,750.0,1,2021
34,10,990.0,1,2021
35,10,1222.8,1,2021
36,10,1503.5,1,2021
37,10,1503.5,1,2021
38,10,1222.8,1,2021
39,10,1100.0,1,2021
40,10,1046.1,1,2021
41,10,948.3,1,2021
42,10,911.0,1,2021
43,10,910.0,1,2021
44,10,818.0,1,2021
45,10,780.0,1,2021
46,10,800.0,1,2021
47,10,910.0,1,2021
48,10,817.0,1,2021
1,11,800.0,1,2021
2,11,426.7,1,2021
3,11,426.7,1,2021
4,11,426.7,1,2021
5,11,426.6,1,2021
6,11,426.6,1,2021
7,11,426.7,1,2021
8,11,426.7,1,2021
9,11,426.7,1,2021
10,11,426.7,1,2021
11,11,700.0,1,2021
12,11,800.0,1,2021
13,11,850.0,1,2021
14,11,967.0,1,2021
15,11,1000.0,1,2021
16,11,1044.5,1,2021
17,11,910.0,1,2021
18,11,804.0,1,2021
19,11,670.0,1,2021
20,11,1.0,1,2021
21,11,1.0,1,2021
22,11,1.0,1,2021
23,11,1.0,1,2021
24,11,1.0,1,2021
25,11,1.0,1,2021
26,11,1.0,1,2021
27,11,350.0,1,2021
28,11,426.7,1,2021
29,11,426.7,1,2021
30,11,426.6,1,2021
31,11,426.7,1,2021
32,11,770.0,1,2021
33,11,935.4,1,2021
34,11,1020.0,1,2021
35,11,1039.0,1,2021
36,11,1222.8,1,2021
37,11,1400.0,1,2021
38,11,1050.0,1,2021
39,11,944.0,1,2021
40,11,910.0,1,2021
41,11,1020.0,1,2021
42,11,1020.0,1,2021
43,11,948.2,1,2021
44,11,892.6,1,2021
45,11,750.0,1,2021
46,11,426.6,1,2021
47,11,426.5,1,2021
48,11,1.0,1,2021
1,12,570.5,1,2021
2,12,653.0,1,2021
3,12,738.0,1,2021
4,12,653.0,1,2021
5,12,653.0,1,2021
6,12,653.0,1,2021
7,12,652.9,1,2021
8,12,652.9,1,2021
9,12,652.9,1,2021
10,12,653.0,1,2021
11,12,738.0,1,2021
12,12,800.0,1,2021
13,12,890.0,1,2021
14,12,1000.0,1,2021
15,12,959.3,1,2021
16,12,910.0,1,2021
17,12,822.0,1,2021
18,12,800.0,1,2021
19,12,700.0,1,2021
20,12,426.7,1,2021
21,12,426.7,1,2021
22,12,570.5,1,2021
23,12,570.5,1,2021
24,12,426.7,1,2021
25,12,570.5,1,2021
26,12,570.5,1,2021
27,12,570.5,1,2021
28,12,570.5,1,2021
29,12,570.5,1,2021
30,12,652.9,1,2021
31,12,742.0,1,2021
32,12,770.0,1,2021
33,12,881.9,1,2021
34,12,1000.0,1,2021
35,12,1000.0,1,2021
36,12,1046.1,1,2021
37,12,1222.8,1,2021
38,12,1046.1,1,2021
39,12,910.0,1,2021
40,12,800.0,1,2021
41,12,946.0,1,2021
42,12,967.0,1,2021
43,12,946.0,1,2021
44,12,881.9,1,2021
45,12,881.9,1,2021
46,12,822.0,1,2021
47,12,800.0,1,2021
48,12,750.0,1,2021
1,13,804.0,1,2021
2,13,770.0,1,2021
3,13,800.0,1,2021
4,13,700.0,1,2021
5,13,750.0,1,2021
6,13,700.0,1,2021
7,13,700.0,1,2021
8,13,800.0,1,2021
9,13,804.0,1,2021
10,13,799.0,1,2021
11,13,805.0,1,2021
12,13,881.9,1,2021
13,13,972.0,1,2021
14,13,1022.1,1,2021
15,13,1022.1,1,2021
16,13,1000.0,1,2021
17,13,935.4,1,2021
18,13,876.0,1,2021
19,13,750.0,1,2021
20,13,426.7,1,2021
21,13,1.0,1,2021
22,13,1.0,1,2021
23,13,1.0,1,2021
24,13,1.0,1,2021
25,13,1.0,1,2021
26,13,1.0,1,2021
27,13,1.0,1,2021
28,13,1.0,1,2021
29,13,1.0,1,2021
30,13,1.0,1,2021
31,13,1.0,1,2021
32,13,700.0,1,2021
33,13,900.0,1,2021
34,13,967.0,1,2021
35,13,959.3,1,2021
36,13,1046.1,1,2021
37,13,1222.8,1,2021
38,13,1039.0,1,2021
39,13,901.0,1,2021
40,13,805.0,1,2021
41,13,901.0,1,2021
42,13,911.0,1,2021
43,13,911.0,1,2021
44,13,805.0,1,2021
45,13,770.0,1,2021
46,13,700.0,1,2021
47,13,804.0,1,2021
48,13,750.0,1,2021
1,14,750.0,1,2021
2,14,652.9,1,2021
3,14,653.0,1,2021
4,14,652.9,1,2021
5,14,652.9,1,2021
6,14,652.9,1,2021
7,14,570.5,1,2021
8,14,570.5,1,2021
9,14,570.5,1,2021
10,14,653.0,1,2021
11,14,725.0,1,2021
12,14,750.0,1,2021
13,14,912.5,1,2021
14,14,972.0,1,2021
15,14,912.5,1,2021
16,14,805.0,1,2021
17,14,805.0,1,2021
18,14,780.0,1,2021
19,14,653.0,1,2021
20,14,1.0,1,2021
21,14,1.0,1,2021
22,14,1.0,1,2021
23,14,1.0,1,2021
24,14,1.0,1,2021
25,14,345.0,1,2021
26,14,345.0,1,2021
27,14,426.7,1,2021
28,14,570.5,1,2021
29,14,426.7,1,2021
30,14,30.0,1,2021
31,14,570.5,1,2021
32,14,733.4,1,2021
33,14,762.0,1,2021
34,14,800.0,1,2021
35,14,805.0,1,2021
36,14,990.0,1,2021
37,14,1020.0,1,2021
38,14,927.6,1,2021
39,14,804.0,1,2021
40,14,750.0,1,2021
41,14,900.0,1,2021
42,14,927.7,1,2021
43,14,959.3,1,2021
44,14,890.0,1,2021
45,14,805.0,1,2021
46,14,750.0,1,2021
47,14,733.4,1,2021
48,14,733.4,1,2021
1,15,743.0,1,2021
2,15,733.4,1,2021
3,15,700.0,1,2021
4,15,653.0,1,2021
5,15,653.0,1,2021
6,15,725.0,1,2021
7,15,733.4,1,2021
8,15,804.0,1,2021
9,15,959.3,1,2021
10,15,972.0,1,2021
11,15,1000.0,1,2021
12,15,1046.1,1,2021
13,15,1100.0,1,2021
14,15,1100.0,1,2021
15,15,1022.1,1,2021
16,15,972.0,1,2021
17,15,805.0,1,2021
18,15,757.0,1,2021
19,15,652.9,1,2021
20,15,333.3,1,2021
21,15,450.0,1,2021
22,15,570.5,1,2021
23,15,570.5,1,2021
24,15,652.9,1,2021
25,15,653.0,1,2021
26,15,570.5,1,2021
27,15,1.0,1,2021
28,15,345.0,1,2021
29,15,570.5,1,2021
30,15,652.9,1,2021
31,15,648.0,1,2021
32,15,733.4,1,2021
33,15,800.0,1,2021
34,15,810.0,1,2021
35,15,881.9,1,2021
36,15,1000.0,1,2021
37,15,1046.1,1,2021
38,15,1222.8,1,2021
39,15,1000.0,1,2021
40,15,912.5,1,2021
41,15,1000.0,1,2021
42,15,1046.1,1,2021
43,15,967.0,1,2021
44,15,1046.1,1,2021
45,15,1046.1,1,2021
46,15,959.3,1,2021
47,15,900.0,1,2021
48,15,890.0,1,2021
1,16,881.9,1,2021
2,16,900.0,1,2021
3,16,910.0,1,2021
4,16,900.0,1,2021
5,16,850.0,1,2021
6,16,820.0,1,2021
7,16,800.0,1,2021
8,16,912.5,1,2021
9,16,1046.1,1,2021
10,16,1046.1,1,2021
11,16,1046.1,1,2021
12,16,1046.1,1,2021
13,16,1100.0,1,2021
14,16,1247.6,1,2021
15,16,1100.0,1,2021
16,16,1046.1,1,2021
17,16,890.0,1,2021
18,16,810.0,1,2021
19,16,750.0,1,2021
20,16,653.0,1,2021
21,16,570.5,1,2021
22,16,570.5,1,2021
23,16,570.5,1,2021
24,16,570.5,1,2021
25,16,550.0,1,2021
26,16,345.0,1,2021
27,16,1.0,1,2021
28,16,1.0,1,2021
29,16,345.0,1,2021
30,16,570.5,1,2021
31,16,728.0,1,2021
32,16,762.0,1,2021
33,16,950.0,1,2021
34,16,1000.0,1,2021
35,16,914.0,1,2021
36,16,1100.0,1,2021
37,16,1247.6,1,2021
38,16,1046.1,1,2021
39,16,912.5,1,2021
40,16,890.0,1,2021
41,16,914.0,1,2021
42,16,1046.1,1,2021
43,16,1100.0,1,2021
44,16,1100.0,1,2021
45,16,1099.0,1,2021
46,16,1046.1,1,2021
47,16,1050.0,1,2021
48,16,1044.5,1,2021
1,17,1050.0,1,2021
2,17,1099.0,1,2021
3,17,1099.0,1,2021
4,17,1099.0,1,2021
5,17,1099.0,1,2021
6,17,1099.0,1,2021
7,17,1099.0,1,2021
8,17,1099.0,1,2021
9,17,1099.0,1,2021
10,17,1099.0,1,2021
11,17,1050.0,1,2021
12,17,1046.1,1,2021
13,17,1050.0,1,2021
14,17,1050.0,1,2021
15,17,972.0,1,2021
16,17,888.9,1,2021
17,17,800.0,1,2021
18,17,500.0,1,2021
19,17,1.0,1,2021
20,17,450.0,1,2021
21,17,570.5,1,2021
22,17,570.5,1,2021
23,17,570.5,1,2021
24,17,500.0,1,2021
25,17,1.0,1,2021
26,17,1.0,1,2021
27,17,1.0,1,2021
28,17,1.0,1,2021
29,17,1.0,1,2021
30,17,345.0,1,2021
31,17,1.0,1,2021
32,17,725.0,1,2021
33,17,850.0,1,2021
34,17,1044.5,1,2021
35,17,1247.6,1,2021
36,17,1477.5,1,2021
37,17,1503.5,1,2021
38,17,1477.5,1,2021
39,17,1270.6,1,2021
40,17,1247.4,1,2021
41,17,1200.0,1,2021
42,17,1100.0,1,2021
43,17,1050.0,1,2021
44,17,1046.1,1,2021
45,17,1099.0,1,2021
46,17,1044.5,1,2021
47,17,1044.5,1,2021
48,17,950.0,1,2021
1,18,900.0,1,2021
2,18,870.0,1,2021
3,18,850.0,1,2021
4,18,820.0,1,2021
5,18,830.0,1,2021
6,18,850.0,1,2021
7,18,850.0,1,2021
8,18,850.0,1,2021
9,18,850.0,1,2021
10,18,850.0,1,2021
11,18,910.0,1,2021
12,18,989.5,1,2021
13,18,1046.1,1,2021
14,18,1099.0,1,2021
15,18,1046.1,1,2021
16,18,1000.0,1,2021
17,18,912.5,1,2021
18,18,800.0,1,2021
19,18,570.5,1,2021
20,18,1.0,1,2021
21,18,1.0,1,2021
22,18,1.0,1,2021
23,18,1.0,1,2021
24,18,1.0,1,2021
25,18,1.0,1,2021
26,18,1.0,1,2021
27,18,1.0,1,2021
28,18,1.0,1,2021
29,18,1.0,1,2021
30,18,1.0,1,2021
31,18,1.0,1,2021
32,18,570.5,1,2021
33,18,780.0,1,2021
34,18,881.9,1,2021
35,18,800.0,1,2021
36,18,950.0,1,2021
37,18,967.0,1,2021
38,18,912.5,1,2021
39,18,820.0,1,2021
40,18,800.0,1,2021
41,18,910.0,1,2021
42,18,1000.0,1,2021
43,18,1000.0,1,2021
44,18,914.0,1,2021
45,18,912.5,1,2021
46,18,911.0,1,2021
47,18,900.0,1,2021
48,18,850.0,1,2021
1,19,850.0,1,2021
2,19,820.0,1,2021
3,19,800.0,1,2021
4,19,800.0,1,2021
5,19,800.0,1,2021
6,19,800.0,1,2021
7,19,790.0,1,2021
8,19,790.0,1,2021
9,19,790.0,1,2021
10,19,800.0,1,2021
11,19,820.0,1,2021
12,19,888.0,1,2021
13,19,920.0,1,2021
14,19,920.0,1,2021
15,19,959.3,1,2021
16,19,967.0,1,2021
17,19,888.9,1,2021
18,19,810.0,1,2021
19,19,750.0,1,2021
20,19,570.5,1,2021
21,19,333.3,1,2021
22,19,1.0,1,2021
23,19,1.0,1,2021
24,19,1.0,1,2021
25,19,1.0,1,2021
26,19,1.0,1,2021
27,19,570.5,1,2021
28,19,570.5,1,2021
29,19,733.4,1,2021
30,19,733.4,1,2021
31,19,800.0,1,2021
32,19,900.0,1,2021
33,19,959.3,1,2021
34,19,900.0,1,2021
35,19,780.1,1,2021
36,19,850.0,1,2021
